"","dateRep","day","month","year","cases","deaths","country","popData2019","continentExp"
"15715","21/02/2020",21,2,2020,0,0,"Denmark",5806081,"Europe"
"15716","20/02/2020",20,2,2020,0,0,"Denmark",5806081,"Europe"
"15717","19/02/2020",19,2,2020,0,0,"Denmark",5806081,"Europe"
"15718","18/02/2020",18,2,2020,0,0,"Denmark",5806081,"Europe"
"15719","17/02/2020",17,2,2020,0,0,"Denmark",5806081,"Europe"
"15720","16/02/2020",16,2,2020,0,0,"Denmark",5806081,"Europe"
"15721","15/02/2020",15,2,2020,0,0,"Denmark",5806081,"Europe"
"15722","14/02/2020",14,2,2020,0,0,"Denmark",5806081,"Europe"
"15723","13/02/2020",13,2,2020,0,0,"Denmark",5806081,"Europe"
"15724","12/02/2020",12,2,2020,0,0,"Denmark",5806081,"Europe"
"15725","11/02/2020",11,2,2020,0,0,"Denmark",5806081,"Europe"
"15726","10/02/2020",10,2,2020,0,0,"Denmark",5806081,"Europe"
"15727","09/02/2020",9,2,2020,0,0,"Denmark",5806081,"Europe"
"15728","08/02/2020",8,2,2020,0,0,"Denmark",5806081,"Europe"
"15729","07/02/2020",7,2,2020,0,0,"Denmark",5806081,"Europe"
"15730","06/02/2020",6,2,2020,0,0,"Denmark",5806081,"Europe"
"15731","05/02/2020",5,2,2020,0,0,"Denmark",5806081,"Europe"
"15732","04/02/2020",4,2,2020,0,0,"Denmark",5806081,"Europe"
"15733","03/02/2020",3,2,2020,0,0,"Denmark",5806081,"Europe"
"15734","02/02/2020",2,2,2020,0,0,"Denmark",5806081,"Europe"
"15735","01/02/2020",1,2,2020,0,0,"Denmark",5806081,"Europe"
"15736","31/01/2020",31,1,2020,0,0,"Denmark",5806081,"Europe"
"15737","30/01/2020",30,1,2020,0,0,"Denmark",5806081,"Europe"
"15738","29/01/2020",29,1,2020,0,0,"Denmark",5806081,"Europe"
"15739","28/01/2020",28,1,2020,0,0,"Denmark",5806081,"Europe"
"15740","27/01/2020",27,1,2020,0,0,"Denmark",5806081,"Europe"
"15741","26/01/2020",26,1,2020,0,0,"Denmark",5806081,"Europe"
"15742","25/01/2020",25,1,2020,0,0,"Denmark",5806081,"Europe"
"15743","24/01/2020",24,1,2020,0,0,"Denmark",5806081,"Europe"
"15744","23/01/2020",23,1,2020,0,0,"Denmark",5806081,"Europe"
"15745","22/01/2020",22,1,2020,0,0,"Denmark",5806081,"Europe"
"15746","21/01/2020",21,1,2020,0,0,"Denmark",5806081,"Europe"
"15747","20/01/2020",20,1,2020,0,0,"Denmark",5806081,"Europe"
"15748","19/01/2020",19,1,2020,0,0,"Denmark",5806081,"Europe"
"15749","18/01/2020",18,1,2020,0,0,"Denmark",5806081,"Europe"
"15750","17/01/2020",17,1,2020,0,0,"Denmark",5806081,"Europe"
"15751","16/01/2020",16,1,2020,0,0,"Denmark",5806081,"Europe"
"15752","15/01/2020",15,1,2020,0,0,"Denmark",5806081,"Europe"
"15753","14/01/2020",14,1,2020,0,0,"Denmark",5806081,"Europe"
"15754","13/01/2020",13,1,2020,0,0,"Denmark",5806081,"Europe"
"15755","12/01/2020",12,1,2020,0,0,"Denmark",5806081,"Europe"
"15756","11/01/2020",11,1,2020,0,0,"Denmark",5806081,"Europe"
"15757","10/01/2020",10,1,2020,0,0,"Denmark",5806081,"Europe"
"15758","09/01/2020",9,1,2020,0,0,"Denmark",5806081,"Europe"
"15759","08/01/2020",8,1,2020,0,0,"Denmark",5806081,"Europe"
"15760","07/01/2020",7,1,2020,0,0,"Denmark",5806081,"Europe"
"15761","06/01/2020",6,1,2020,0,0,"Denmark",5806081,"Europe"
"15762","05/01/2020",5,1,2020,0,0,"Denmark",5806081,"Europe"
"15763","04/01/2020",4,1,2020,0,0,"Denmark",5806081,"Europe"
"15764","03/01/2020",3,1,2020,0,0,"Denmark",5806081,"Europe"
"15765","02/01/2020",2,1,2020,0,0,"Denmark",5806081,"Europe"
"15766","01/01/2020",1,1,2020,0,0,"Denmark",5806081,"Europe"
"15767","31/12/2019",31,12,2019,0,0,"Denmark",5806081,"Europe"
"15768","11/12/2020",11,12,2020,0,0,"Djibouti",973557,"Africa"
"15769","10/12/2020",10,12,2020,3,0,"Djibouti",973557,"Africa"
"15770","09/12/2020",9,12,2020,6,0,"Djibouti",973557,"Africa"
"15771","08/12/2020",8,12,2020,7,0,"Djibouti",973557,"Africa"
"15772","07/12/2020",7,12,2020,9,0,"Djibouti",973557,"Africa"
"15773","06/12/2020",6,12,2020,2,0,"Djibouti",973557,"Africa"
"15774","05/12/2020",5,12,2020,1,0,"Djibouti",973557,"Africa"
"15775","04/12/2020",4,12,2020,7,0,"Djibouti",973557,"Africa"
"15776","03/12/2020",3,12,2020,2,0,"Djibouti",973557,"Africa"
"15777","02/12/2020",2,12,2020,1,0,"Djibouti",973557,"Africa"
"15778","01/12/2020",1,12,2020,2,0,"Djibouti",973557,"Africa"
"15779","30/11/2020",30,11,2020,1,0,"Djibouti",973557,"Africa"
"15780","29/11/2020",29,11,2020,0,0,"Djibouti",973557,"Africa"
"15781","28/11/2020",28,11,2020,0,0,"Djibouti",973557,"Africa"
"15782","27/11/2020",27,11,2020,6,0,"Djibouti",973557,"Africa"
"15783","26/11/2020",26,11,2020,1,0,"Djibouti",973557,"Africa"
"15784","25/11/2020",25,11,2020,1,0,"Djibouti",973557,"Africa"
"15785","24/11/2020",24,11,2020,0,0,"Djibouti",973557,"Africa"
"15786","23/11/2020",23,11,2020,7,0,"Djibouti",973557,"Africa"
"15787","22/11/2020",22,11,2020,1,0,"Djibouti",973557,"Africa"
"15788","21/11/2020",21,11,2020,2,0,"Djibouti",973557,"Africa"
"15789","20/11/2020",20,11,2020,0,0,"Djibouti",973557,"Africa"
"15790","19/11/2020",19,11,2020,2,0,"Djibouti",973557,"Africa"
"15791","18/11/2020",18,11,2020,1,0,"Djibouti",973557,"Africa"
"15792","17/11/2020",17,11,2020,6,0,"Djibouti",973557,"Africa"
"15793","16/11/2020",16,11,2020,4,0,"Djibouti",973557,"Africa"
"15794","15/11/2020",15,11,2020,1,0,"Djibouti",973557,"Africa"
"15795","14/11/2020",14,11,2020,3,0,"Djibouti",973557,"Africa"
"15796","13/11/2020",13,11,2020,6,0,"Djibouti",973557,"Africa"
"15797","12/11/2020",12,11,2020,2,0,"Djibouti",973557,"Africa"
"15798","11/11/2020",11,11,2020,6,0,"Djibouti",973557,"Africa"
"15799","10/11/2020",10,11,2020,19,0,"Djibouti",973557,"Africa"
"15800","09/11/2020",9,11,2020,3,0,"Djibouti",973557,"Africa"
"15801","08/11/2020",8,11,2020,1,0,"Djibouti",973557,"Africa"
"15802","07/11/2020",7,11,2020,5,0,"Djibouti",973557,"Africa"
"15803","06/11/2020",6,11,2020,19,0,"Djibouti",973557,"Africa"
"15804","05/11/2020",5,11,2020,5,0,"Djibouti",973557,"Africa"
"15805","04/11/2020",4,11,2020,2,0,"Djibouti",973557,"Africa"
"15806","03/11/2020",3,11,2020,10,0,"Djibouti",973557,"Africa"
"15807","02/11/2020",2,11,2020,2,0,"Djibouti",973557,"Africa"
"15808","01/11/2020",1,11,2020,2,0,"Djibouti",973557,"Africa"
"15809","31/10/2020",31,10,2020,1,0,"Djibouti",973557,"Africa"
"15810","30/10/2020",30,10,2020,3,0,"Djibouti",973557,"Africa"
"15811","29/10/2020",29,10,2020,11,0,"Djibouti",973557,"Africa"
"15812","28/10/2020",28,10,2020,3,0,"Djibouti",973557,"Africa"
"15813","27/10/2020",27,10,2020,5,0,"Djibouti",973557,"Africa"
"15814","26/10/2020",26,10,2020,6,0,"Djibouti",973557,"Africa"
"15815","25/10/2020",25,10,2020,2,0,"Djibouti",973557,"Africa"
"15816","24/10/2020",24,10,2020,6,0,"Djibouti",973557,"Africa"
"15817","23/10/2020",23,10,2020,10,0,"Djibouti",973557,"Africa"
"15818","22/10/2020",22,10,2020,13,0,"Djibouti",973557,"Africa"
"15819","21/10/2020",21,10,2020,30,0,"Djibouti",973557,"Africa"
"15820","20/10/2020",20,10,2020,10,0,"Djibouti",973557,"Africa"
"15821","19/10/2020",19,10,2020,7,0,"Djibouti",973557,"Africa"
"15822","18/10/2020",18,10,2020,3,0,"Djibouti",973557,"Africa"
"15823","17/10/2020",17,10,2020,6,0,"Djibouti",973557,"Africa"
"15824","16/10/2020",16,10,2020,3,0,"Djibouti",973557,"Africa"
"15825","15/10/2020",15,10,2020,12,0,"Djibouti",973557,"Africa"
"15826","14/10/2020",14,10,2020,2,0,"Djibouti",973557,"Africa"
"15827","13/10/2020",13,10,2020,3,0,"Djibouti",973557,"Africa"
"15828","12/10/2020",12,10,2020,0,0,"Djibouti",973557,"Africa"
"15829","11/10/2020",11,10,2020,0,0,"Djibouti",973557,"Africa"
"15830","10/10/2020",10,10,2020,0,0,"Djibouti",973557,"Africa"
"15831","09/10/2020",9,10,2020,0,0,"Djibouti",973557,"Africa"
"15832","08/10/2020",8,10,2020,0,0,"Djibouti",973557,"Africa"
"15833","07/10/2020",7,10,2020,2,0,"Djibouti",973557,"Africa"
"15834","06/10/2020",6,10,2020,2,0,"Djibouti",973557,"Africa"
"15835","05/10/2020",5,10,2020,1,0,"Djibouti",973557,"Africa"
"15836","04/10/2020",4,10,2020,1,0,"Djibouti",973557,"Africa"
"15837","03/10/2020",3,10,2020,0,0,"Djibouti",973557,"Africa"
"15838","02/10/2020",2,10,2020,1,0,"Djibouti",973557,"Africa"
"15839","01/10/2020",1,10,2020,0,0,"Djibouti",973557,"Africa"
"15840","30/09/2020",30,9,2020,6,0,"Djibouti",973557,"Africa"
"15841","29/09/2020",29,9,2020,1,0,"Djibouti",973557,"Africa"
"15842","28/09/2020",28,9,2020,0,0,"Djibouti",973557,"Africa"
"15843","27/09/2020",27,9,2020,0,0,"Djibouti",973557,"Africa"
"15844","26/09/2020",26,9,2020,2,0,"Djibouti",973557,"Africa"
"15845","25/09/2020",25,9,2020,0,0,"Djibouti",973557,"Africa"
"15846","24/09/2020",24,9,2020,0,0,"Djibouti",973557,"Africa"
"15847","23/09/2020",23,9,2020,3,0,"Djibouti",973557,"Africa"
"15848","22/09/2020",22,9,2020,1,0,"Djibouti",973557,"Africa"
"15849","21/09/2020",21,9,2020,0,0,"Djibouti",973557,"Africa"
"15850","20/09/2020",20,9,2020,0,0,"Djibouti",973557,"Africa"
"15851","19/09/2020",19,9,2020,2,0,"Djibouti",973557,"Africa"
"15852","18/09/2020",18,9,2020,2,0,"Djibouti",973557,"Africa"
"15853","17/09/2020",17,9,2020,3,0,"Djibouti",973557,"Africa"
"15854","16/09/2020",16,9,2020,0,0,"Djibouti",973557,"Africa"
"15855","15/09/2020",15,9,2020,1,0,"Djibouti",973557,"Africa"
"15856","14/09/2020",14,9,2020,1,0,"Djibouti",973557,"Africa"
"15857","13/09/2020",13,9,2020,0,0,"Djibouti",973557,"Africa"
"15858","12/09/2020",12,9,2020,0,0,"Djibouti",973557,"Africa"
"15859","11/09/2020",11,9,2020,3,0,"Djibouti",973557,"Africa"
"15860","10/09/2020",10,9,2020,3,0,"Djibouti",973557,"Africa"
"15861","09/09/2020",9,9,2020,0,0,"Djibouti",973557,"Africa"
"15862","08/09/2020",8,9,2020,0,0,"Djibouti",973557,"Africa"
"15863","07/09/2020",7,9,2020,1,1,"Djibouti",973557,"Africa"
"15864","06/09/2020",6,9,2020,0,0,"Djibouti",973557,"Africa"
"15865","05/09/2020",5,9,2020,0,0,"Djibouti",973557,"Africa"
"15866","04/09/2020",4,9,2020,0,0,"Djibouti",973557,"Africa"
"15867","03/09/2020",3,9,2020,0,0,"Djibouti",973557,"Africa"
"15868","02/09/2020",2,9,2020,0,0,"Djibouti",973557,"Africa"
"15869","01/09/2020",1,9,2020,2,0,"Djibouti",973557,"Africa"
"15870","31/08/2020",31,8,2020,0,0,"Djibouti",973557,"Africa"
"15871","30/08/2020",30,8,2020,2,0,"Djibouti",973557,"Africa"
"15872","29/08/2020",29,8,2020,0,0,"Djibouti",973557,"Africa"
"15873","28/08/2020",28,8,2020,0,0,"Djibouti",973557,"Africa"
"15874","27/08/2020",27,8,2020,0,0,"Djibouti",973557,"Africa"
"15875","26/08/2020",26,8,2020,0,0,"Djibouti",973557,"Africa"
"15876","25/08/2020",25,8,2020,1,0,"Djibouti",973557,"Africa"
"15877","24/08/2020",24,8,2020,0,0,"Djibouti",973557,"Africa"
"15878","23/08/2020",23,8,2020,0,0,"Djibouti",973557,"Africa"
"15879","22/08/2020",22,8,2020,8,1,"Djibouti",973557,"Africa"
"15880","21/08/2020",21,8,2020,0,0,"Djibouti",973557,"Africa"
"15881","20/08/2020",20,8,2020,0,0,"Djibouti",973557,"Africa"
"15882","19/08/2020",19,8,2020,2,0,"Djibouti",973557,"Africa"
"15883","18/08/2020",18,8,2020,3,0,"Djibouti",973557,"Africa"
"15884","17/08/2020",17,8,2020,2,0,"Djibouti",973557,"Africa"
"15885","16/08/2020",16,8,2020,0,0,"Djibouti",973557,"Africa"
"15886","15/08/2020",15,8,2020,9,0,"Djibouti",973557,"Africa"
"15887","14/08/2020",14,8,2020,0,0,"Djibouti",973557,"Africa"
"15888","13/08/2020",13,8,2020,10,0,"Djibouti",973557,"Africa"
"15889","12/08/2020",12,8,2020,1,0,"Djibouti",973557,"Africa"
"15890","11/08/2020",11,8,2020,3,0,"Djibouti",973557,"Africa"
"15891","10/08/2020",10,8,2020,6,0,"Djibouti",973557,"Africa"
"15892","09/08/2020",9,8,2020,0,0,"Djibouti",973557,"Africa"
"15893","08/08/2020",8,8,2020,4,0,"Djibouti",973557,"Africa"
"15894","07/08/2020",7,8,2020,4,0,"Djibouti",973557,"Africa"
"15895","06/08/2020",6,8,2020,82,0,"Djibouti",973557,"Africa"
"15896","05/08/2020",5,8,2020,8,0,"Djibouti",973557,"Africa"
"15897","04/08/2020",4,8,2020,79,0,"Djibouti",973557,"Africa"
"15898","03/08/2020",3,8,2020,80,1,"Djibouti",973557,"Africa"
"15899","02/08/2020",2,8,2020,0,0,"Djibouti",973557,"Africa"
"15900","01/08/2020",1,8,2020,0,0,"Djibouti",973557,"Africa"
"15901","31/07/2020",31,7,2020,0,0,"Djibouti",973557,"Africa"
"15902","30/07/2020",30,7,2020,13,0,"Djibouti",973557,"Africa"
"15903","29/07/2020",29,7,2020,9,0,"Djibouti",973557,"Africa"
"15904","28/07/2020",28,7,2020,9,0,"Djibouti",973557,"Africa"
"15905","27/07/2020",27,7,2020,11,0,"Djibouti",973557,"Africa"
"15906","26/07/2020",26,7,2020,0,0,"Djibouti",973557,"Africa"
"15907","25/07/2020",25,7,2020,8,0,"Djibouti",973557,"Africa"
"15908","24/07/2020",24,7,2020,1,0,"Djibouti",973557,"Africa"
"15909","23/07/2020",23,7,2020,3,2,"Djibouti",973557,"Africa"
"15910","22/07/2020",22,7,2020,7,0,"Djibouti",973557,"Africa"
"15911","21/07/2020",21,7,2020,9,0,"Djibouti",973557,"Africa"
"15912","20/07/2020",20,7,2020,8,0,"Djibouti",973557,"Africa"
"15913","19/07/2020",19,7,2020,0,0,"Djibouti",973557,"Africa"
"15914","18/07/2020",18,7,2020,10,0,"Djibouti",973557,"Africa"
"15915","17/07/2020",17,7,2020,8,0,"Djibouti",973557,"Africa"
"15916","16/07/2020",16,7,2020,6,0,"Djibouti",973557,"Africa"
"15917","15/07/2020",15,7,2020,2,0,"Djibouti",973557,"Africa"
"15918","14/07/2020",14,7,2020,5,0,"Djibouti",973557,"Africa"
"15919","13/07/2020",13,7,2020,17,0,"Djibouti",973557,"Africa"
"15920","12/07/2020",12,7,2020,0,0,"Djibouti",973557,"Africa"
"15921","11/07/2020",11,7,2020,0,0,"Djibouti",973557,"Africa"
"15922","10/07/2020",10,7,2020,66,1,"Djibouti",973557,"Africa"
"15923","09/07/2020",9,7,2020,11,0,"Djibouti",973557,"Africa"
"15924","08/07/2020",8,7,2020,56,0,"Djibouti",973557,"Africa"
"15925","07/07/2020",7,7,2020,30,0,"Djibouti",973557,"Africa"
"15926","06/07/2020",6,7,2020,56,0,"Djibouti",973557,"Africa"
"15927","05/07/2020",5,7,2020,0,0,"Djibouti",973557,"Africa"
"15928","04/07/2020",4,7,2020,21,0,"Djibouti",973557,"Africa"
"15929","03/07/2020",3,7,2020,11,0,"Djibouti",973557,"Africa"
"15930","02/07/2020",2,7,2020,22,1,"Djibouti",973557,"Africa"
"15931","01/07/2020",1,7,2020,26,1,"Djibouti",973557,"Africa"
"15932","30/06/2020",30,6,2020,13,1,"Djibouti",973557,"Africa"
"15933","29/06/2020",29,6,2020,0,0,"Djibouti",973557,"Africa"
"15934","28/06/2020",28,6,2020,0,0,"Djibouti",973557,"Africa"
"15935","27/06/2020",27,6,2020,8,0,"Djibouti",973557,"Africa"
"15936","26/06/2020",26,6,2020,5,0,"Djibouti",973557,"Africa"
"15937","25/06/2020",25,6,2020,13,3,"Djibouti",973557,"Africa"
"15938","24/06/2020",24,6,2020,18,1,"Djibouti",973557,"Africa"
"15939","23/06/2020",23,6,2020,17,3,"Djibouti",973557,"Africa"
"15940","22/06/2020",22,6,2020,17,0,"Djibouti",973557,"Africa"
"15941","21/06/2020",21,6,2020,0,0,"Djibouti",973557,"Africa"
"15942","20/06/2020",20,6,2020,8,2,"Djibouti",973557,"Africa"
"15943","19/06/2020",19,6,2020,12,0,"Djibouti",973557,"Africa"
"15944","18/06/2020",18,6,2020,6,0,"Djibouti",973557,"Africa"
"15945","17/06/2020",17,6,2020,38,0,"Djibouti",973557,"Africa"
"15946","16/06/2020",16,6,2020,36,0,"Djibouti",973557,"Africa"
"15947","15/06/2020",15,6,2020,16,2,"Djibouti",973557,"Africa"
"15948","14/06/2020",14,6,2020,8,3,"Djibouti",973557,"Africa"
"15949","13/06/2020",13,6,2020,43,1,"Djibouti",973557,"Africa"
"15950","12/06/2020",12,6,2020,25,3,"Djibouti",973557,"Africa"
"15951","11/06/2020",11,6,2020,42,0,"Djibouti",973557,"Africa"
"15952","10/06/2020",10,6,2020,53,3,"Djibouti",973557,"Africa"
"15953","09/06/2020",9,6,2020,71,3,"Djibouti",973557,"Africa"
"15954","08/06/2020",8,6,2020,38,2,"Djibouti",973557,"Africa"
"15955","07/06/2020",7,6,2020,46,0,"Djibouti",973557,"Africa"
"15956","06/06/2020",6,6,2020,69,0,"Djibouti",973557,"Africa"
"15957","05/06/2020",5,6,2020,119,0,"Djibouti",973557,"Africa"
"15958","04/06/2020",4,6,2020,156,1,"Djibouti",973557,"Africa"
"15959","03/06/2020",3,6,2020,210,1,"Djibouti",973557,"Africa"
"15960","02/06/2020",2,6,2020,215,0,"Djibouti",973557,"Africa"
"15961","01/06/2020",1,6,2020,160,2,"Djibouti",973557,"Africa"
"15962","31/05/2020",31,5,2020,280,2,"Djibouti",973557,"Africa"
"15963","30/05/2020",30,5,2020,0,0,"Djibouti",973557,"Africa"
"15964","29/05/2020",29,5,2020,217,2,"Djibouti",973557,"Africa"
"15965","28/05/2020",28,5,2020,229,4,"Djibouti",973557,"Africa"
"15966","27/05/2020",27,5,2020,0,0,"Djibouti",973557,"Africa"
"15967","26/05/2020",26,5,2020,198,4,"Djibouti",973557,"Africa"
"15968","25/05/2020",25,5,2020,0,0,"Djibouti",973557,"Africa"
"15969","24/05/2020",24,5,2020,0,0,"Djibouti",973557,"Africa"
"15970","23/05/2020",23,5,2020,223,0,"Djibouti",973557,"Africa"
"15971","22/05/2020",22,5,2020,219,1,"Djibouti",973557,"Africa"
"15972","21/05/2020",21,5,2020,310,2,"Djibouti",973557,"Africa"
"15973","20/05/2020",20,5,2020,0,0,"Djibouti",973557,"Africa"
"15974","19/05/2020",19,5,2020,117,3,"Djibouti",973557,"Africa"
"15975","18/05/2020",18,5,2020,70,0,"Djibouti",973557,"Africa"
"15976","17/05/2020",17,5,2020,22,0,"Djibouti",973557,"Africa"
"15977","16/05/2020",16,5,2020,25,1,"Djibouti",973557,"Africa"
"15978","15/05/2020",15,5,2020,16,0,"Djibouti",973557,"Africa"
"15979","14/05/2020",14,5,2020,12,0,"Djibouti",973557,"Africa"
"15980","13/05/2020",13,5,2020,29,0,"Djibouti",973557,"Africa"
"15981","12/05/2020",12,5,2020,17,0,"Djibouti",973557,"Africa"
"15982","11/05/2020",11,5,2020,21,0,"Djibouti",973557,"Africa"
"15983","10/05/2020",10,5,2020,54,0,"Djibouti",973557,"Africa"
"15984","09/05/2020",9,5,2020,2,0,"Djibouti",973557,"Africa"
"15985","08/05/2020",8,5,2020,13,0,"Djibouti",973557,"Africa"
"15986","07/05/2020",7,5,2020,0,1,"Djibouti",973557,"Africa"
"15987","06/05/2020",6,5,2020,4,0,"Djibouti",973557,"Africa"
"15988","05/05/2020",5,5,2020,4,0,"Djibouti",973557,"Africa"
"15989","04/05/2020",4,5,2020,0,0,"Djibouti",973557,"Africa"
"15990","03/05/2020",3,5,2020,15,0,"Djibouti",973557,"Africa"
"15991","02/05/2020",2,5,2020,8,0,"Djibouti",973557,"Africa"
"15992","01/05/2020",1,5,2020,12,0,"Djibouti",973557,"Africa"
"15993","30/04/2020",30,4,2020,5,0,"Djibouti",973557,"Africa"
"15994","29/04/2020",29,4,2020,37,0,"Djibouti",973557,"Africa"
"15995","28/04/2020",28,4,2020,12,0,"Djibouti",973557,"Africa"
"15996","27/04/2020",27,4,2020,15,0,"Djibouti",973557,"Africa"
"15997","26/04/2020",26,4,2020,9,0,"Djibouti",973557,"Africa"
"15998","25/04/2020",25,4,2020,13,0,"Djibouti",973557,"Africa"
"15999","24/04/2020",24,4,2020,12,0,"Djibouti",973557,"Africa"
"16000","23/04/2020",23,4,2020,29,0,"Djibouti",973557,"Africa"
"16001","22/04/2020",22,4,2020,99,0,"Djibouti",973557,"Africa"
"16002","21/04/2020",21,4,2020,0,0,"Djibouti",973557,"Africa"
"16003","20/04/2020",20,4,2020,114,0,"Djibouti",973557,"Africa"
"16004","19/04/2020",19,4,2020,0,0,"Djibouti",973557,"Africa"
"16005","18/04/2020",18,4,2020,141,0,"Djibouti",973557,"Africa"
"16006","17/04/2020",17,4,2020,156,0,"Djibouti",973557,"Africa"
"16007","16/04/2020",16,4,2020,72,0,"Djibouti",973557,"Africa"
"16008","15/04/2020",15,4,2020,65,0,"Djibouti",973557,"Africa"
"16009","14/04/2020",14,4,2020,84,0,"Djibouti",973557,"Africa"
"16010","13/04/2020",13,4,2020,27,0,"Djibouti",973557,"Africa"
"16011","12/04/2020",12,4,2020,37,1,"Djibouti",973557,"Africa"
"16012","11/04/2020",11,4,2020,10,0,"Djibouti",973557,"Africa"
"16013","10/04/2020",10,4,2020,5,1,"Djibouti",973557,"Africa"
"16014","09/04/2020",9,4,2020,14,0,"Djibouti",973557,"Africa"
"16015","08/04/2020",8,4,2020,31,0,"Djibouti",973557,"Africa"
"16016","07/04/2020",7,4,2020,31,0,"Djibouti",973557,"Africa"
"16017","06/04/2020",6,4,2020,8,0,"Djibouti",973557,"Africa"
"16018","05/04/2020",5,4,2020,10,0,"Djibouti",973557,"Africa"
"16019","04/04/2020",4,4,2020,0,0,"Djibouti",973557,"Africa"
"16020","03/04/2020",3,4,2020,7,0,"Djibouti",973557,"Africa"
"16021","02/04/2020",2,4,2020,3,0,"Djibouti",973557,"Africa"
"16022","01/04/2020",1,4,2020,5,0,"Djibouti",973557,"Africa"
"16023","31/03/2020",31,3,2020,7,0,"Djibouti",973557,"Africa"
"16024","30/03/2020",30,3,2020,4,0,"Djibouti",973557,"Africa"
"16025","29/03/2020",29,3,2020,2,0,"Djibouti",973557,"Africa"
"16026","28/03/2020",28,3,2020,1,0,"Djibouti",973557,"Africa"
"16027","27/03/2020",27,3,2020,0,0,"Djibouti",973557,"Africa"
"16028","26/03/2020",26,3,2020,9,0,"Djibouti",973557,"Africa"
"16029","25/03/2020",25,3,2020,0,0,"Djibouti",973557,"Africa"
"16030","24/03/2020",24,3,2020,2,0,"Djibouti",973557,"Africa"
"16031","23/03/2020",23,3,2020,0,0,"Djibouti",973557,"Africa"
"16032","22/03/2020",22,3,2020,0,0,"Djibouti",973557,"Africa"
"16033","21/03/2020",21,3,2020,0,0,"Djibouti",973557,"Africa"
"16034","20/03/2020",20,3,2020,0,0,"Djibouti",973557,"Africa"
"16035","19/03/2020",19,3,2020,1,0,"Djibouti",973557,"Africa"
"16036","11/12/2020",11,12,2020,0,0,"Dominica",71808,"America"
"16037","10/12/2020",10,12,2020,0,0,"Dominica",71808,"America"
"16038","09/12/2020",9,12,2020,0,0,"Dominica",71808,"America"
"16039","08/12/2020",8,12,2020,0,0,"Dominica",71808,"America"
"16040","07/12/2020",7,12,2020,0,0,"Dominica",71808,"America"
"16041","06/12/2020",6,12,2020,0,0,"Dominica",71808,"America"
"16042","05/12/2020",5,12,2020,0,0,"Dominica",71808,"America"
"16043","04/12/2020",4,12,2020,0,0,"Dominica",71808,"America"
"16044","03/12/2020",3,12,2020,0,0,"Dominica",71808,"America"
"16045","02/12/2020",2,12,2020,0,0,"Dominica",71808,"America"
"16046","01/12/2020",1,12,2020,0,0,"Dominica",71808,"America"
"16047","30/11/2020",30,11,2020,0,0,"Dominica",71808,"America"
"16048","29/11/2020",29,11,2020,0,0,"Dominica",71808,"America"
"16049","28/11/2020",28,11,2020,5,0,"Dominica",71808,"America"
"16050","27/11/2020",27,11,2020,3,0,"Dominica",71808,"America"
"16051","26/11/2020",26,11,2020,0,0,"Dominica",71808,"America"
"16052","25/11/2020",25,11,2020,0,0,"Dominica",71808,"America"
"16053","24/11/2020",24,11,2020,0,0,"Dominica",71808,"America"
"16054","23/11/2020",23,11,2020,5,0,"Dominica",71808,"America"
"16055","22/11/2020",22,11,2020,0,0,"Dominica",71808,"America"
"16056","21/11/2020",21,11,2020,0,0,"Dominica",71808,"America"
"16057","20/11/2020",20,11,2020,4,0,"Dominica",71808,"America"
"16058","19/11/2020",19,11,2020,0,0,"Dominica",71808,"America"
"16059","18/11/2020",18,11,2020,0,0,"Dominica",71808,"America"
"16060","17/11/2020",17,11,2020,0,0,"Dominica",71808,"America"
"16061","16/11/2020",16,11,2020,0,0,"Dominica",71808,"America"
"16062","15/11/2020",15,11,2020,0,0,"Dominica",71808,"America"
"16063","14/11/2020",14,11,2020,0,0,"Dominica",71808,"America"
"16064","13/11/2020",13,11,2020,26,0,"Dominica",71808,"America"
"16065","12/11/2020",12,11,2020,0,0,"Dominica",71808,"America"
"16066","11/11/2020",11,11,2020,0,0,"Dominica",71808,"America"
"16067","10/11/2020",10,11,2020,0,0,"Dominica",71808,"America"
"16068","09/11/2020",9,11,2020,0,0,"Dominica",71808,"America"
"16069","08/11/2020",8,11,2020,0,0,"Dominica",71808,"America"
"16070","07/11/2020",7,11,2020,0,0,"Dominica",71808,"America"
"16071","06/11/2020",6,11,2020,0,0,"Dominica",71808,"America"
"16072","05/11/2020",5,11,2020,0,0,"Dominica",71808,"America"
"16073","04/11/2020",4,11,2020,0,0,"Dominica",71808,"America"
"16074","03/11/2020",3,11,2020,0,0,"Dominica",71808,"America"
"16075","02/11/2020",2,11,2020,0,0,"Dominica",71808,"America"
"16076","01/11/2020",1,11,2020,0,0,"Dominica",71808,"America"
"16077","31/10/2020",31,10,2020,0,0,"Dominica",71808,"America"
"16078","30/10/2020",30,10,2020,0,0,"Dominica",71808,"America"
"16079","29/10/2020",29,10,2020,4,0,"Dominica",71808,"America"
"16080","28/10/2020",28,10,2020,0,0,"Dominica",71808,"America"
"16081","27/10/2020",27,10,2020,0,0,"Dominica",71808,"America"
"16082","26/10/2020",26,10,2020,1,0,"Dominica",71808,"America"
"16083","25/10/2020",25,10,2020,0,0,"Dominica",71808,"America"
"16084","24/10/2020",24,10,2020,4,0,"Dominica",71808,"America"
"16085","23/10/2020",23,10,2020,0,0,"Dominica",71808,"America"
